timestamp,prompt_id,input_tokens,output_tokens,size,util_gpu,util_mem
2025/06/13 18:44:14.448,1,10,841,10,98,100
2025/06/13 18:44:14.548,1,10,841,10,98,100
2025/06/13 18:44:14.648,1,10,841,10,98,100
2025/06/13 18:44:14.748,1,10,841,10,98,100
2025/06/13 18:44:14.849,1,10,841,10,98,100
2025/06/13 18:44:14.949,1,10,841,10,98,100
2025/06/13 18:44:15.049,1,10,841,10,98,100
2025/06/13 18:44:15.149,1,10,841,10,98,100
2025/06/13 18:44:15.249,1,10,841,10,98,100
2025/06/13 18:44:15.350,1,10,841,10,98,100
2025/06/13 18:44:15.450,1,10,841,10,98,100
2025/06/13 18:44:15.550,1,10,841,10,98,100
2025/06/13 18:44:15.650,1,10,841,10,98,100
2025/06/13 18:44:15.750,1,10,841,10,98,100
2025/06/13 18:44:15.851,1,10,841,10,98,100
2025/06/13 18:44:15.951,1,10,841,10,98,100
2025/06/13 18:44:16.051,1,10,841,10,98,100
2025/06/13 18:44:16.151,1,10,841,10,98,100
2025/06/13 18:44:16.251,1,10,841,10,98,100
2025/06/13 18:44:16.351,1,10,841,10,98,100
2025/06/13 18:44:16.452,1,10,841,10,98,100
2025/06/13 18:44:16.552,1,10,841,10,98,100
2025/06/13 18:44:16.652,1,10,841,10,98,100
2025/06/13 18:44:16.752,1,10,841,10,98,100
2025/06/13 18:44:16.852,1,10,841,10,98,100
2025/06/13 18:44:16.953,1,10,841,10,98,100
2025/06/13 18:44:17.053,1,10,841,10,98,100
2025/06/13 18:44:17.153,1,10,841,10,98,100
2025/06/13 18:44:17.253,1,10,841,10,98,100
2025/06/13 18:44:17.354,1,10,841,10,98,100
2025/06/13 18:44:17.454,1,10,841,10,98,100
2025/06/13 18:44:17.554,1,10,841,10,98,100
2025/06/13 18:44:17.654,1,10,841,10,98,100
2025/06/13 18:44:17.755,1,10,841,10,98,100
2025/06/13 18:44:17.855,1,10,841,10,98,100
2025/06/13 18:44:17.955,1,10,841,10,98,100
2025/06/13 18:44:18.055,1,10,841,10,98,100
2025/06/13 18:44:18.155,1,10,841,10,98,100
2025/06/13 18:44:18.256,1,10,841,10,98,100
2025/06/13 18:44:18.356,1,10,841,10,98,100
2025/06/13 18:44:18.456,1,10,841,10,98,100
2025/06/13 18:44:18.556,1,10,841,10,98,100
2025/06/13 18:44:18.657,1,10,841,10,98,100
2025/06/13 18:44:18.757,1,10,841,10,98,100
2025/06/13 18:44:18.857,1,10,841,10,98,100
2025/06/13 18:44:18.957,1,10,841,10,98,100
2025/06/13 18:44:19.057,1,10,841,10,98,100
2025/06/13 18:44:19.158,1,10,841,10,98,100
2025/06/13 18:44:19.258,1,10,841,10,98,100
2025/06/13 18:44:19.358,1,10,841,10,98,100
2025/06/13 18:44:19.458,1,10,841,10,98,100
2025/06/13 18:44:19.558,1,10,841,10,98,100
2025/06/13 18:44:19.659,1,10,841,10,98,100
2025/06/13 18:44:19.759,1,10,841,10,97,100
2025/06/13 18:44:19.859,1,10,841,10,97,100
2025/06/13 18:44:19.959,1,10,841,10,98,100
2025/06/13 18:44:20.059,1,10,841,10,98,100
2025/06/13 18:44:20.159,1,10,841,10,98,100
2025/06/13 18:44:20.259,1,10,841,10,98,100
2025/06/13 18:44:20.359,1,10,841,10,98,100
2025/06/13 18:44:20.459,1,10,841,10,98,100
2025/06/13 18:44:20.560,1,10,841,10,98,100
2025/06/13 18:44:20.660,1,10,841,10,98,100
2025/06/13 18:44:20.760,1,10,841,10,98,100
2025/06/13 18:44:20.860,1,10,841,10,98,100
2025/06/13 18:44:20.960,1,10,841,10,98,100
2025/06/13 18:44:21.060,1,10,841,10,98,100
2025/06/13 18:44:21.160,1,10,841,10,98,100
2025/06/13 18:44:21.260,1,10,841,10,98,100
2025/06/13 18:44:21.361,1,10,841,10,98,100
2025/06/13 18:44:21.461,1,10,841,10,98,100
2025/06/13 18:44:21.561,1,10,841,10,98,100
2025/06/13 18:44:21.661,1,10,841,10,98,100
2025/06/13 18:44:21.761,1,10,841,10,98,100
2025/06/13 18:44:21.861,1,10,841,10,98,100
2025/06/13 18:44:21.962,1,10,841,10,98,100
2025/06/13 18:44:22.062,1,10,841,10,98,100
2025/06/13 18:44:22.162,1,10,841,10,98,100
2025/06/13 18:44:22.262,1,10,841,10,98,100
2025/06/13 18:44:22.363,1,10,841,10,98,100
2025/06/13 18:44:22.463,1,10,841,10,98,100
2025/06/13 18:44:22.563,1,10,841,10,98,100
2025/06/13 18:44:22.663,1,10,841,10,98,100
2025/06/13 18:44:22.764,1,10,841,10,98,100
2025/06/13 18:44:22.864,1,10,841,10,98,100
2025/06/13 18:44:22.964,1,10,841,10,98,100
2025/06/13 18:44:23.064,1,10,841,10,98,100
2025/06/13 18:44:23.164,1,10,841,10,98,100
2025/06/13 18:44:23.265,1,10,841,10,98,100
2025/06/13 18:44:23.365,1,10,841,10,98,100
2025/06/13 18:44:23.465,1,10,841,10,98,100
2025/06/13 18:44:23.565,1,10,841,10,98,100
2025/06/13 18:44:23.665,1,10,841,10,98,100
2025/06/13 18:44:23.766,1,10,841,10,98,100
2025/06/13 18:44:23.866,1,10,841,10,98,100
2025/06/13 18:44:23.966,1,10,841,10,98,100
2025/06/13 18:44:24.066,1,10,841,10,98,100
2025/06/13 18:44:24.166,1,10,841,10,98,100
2025/06/13 18:44:24.266,1,10,841,10,98,100
2025/06/13 18:44:24.367,1,10,841,10,97,100
2025/06/13 18:44:24.467,1,10,841,10,97,100
2025/06/13 18:44:24.567,1,10,841,10,98,100
2025/06/13 18:44:24.667,1,10,841,10,98,100
2025/06/13 18:44:24.767,1,10,841,10,98,100
2025/06/13 18:44:24.867,1,10,841,10,98,100
2025/06/13 18:44:24.968,1,10,841,10,98,100
2025/06/13 18:44:25.068,1,10,841,10,98,100
2025/06/13 18:44:25.168,1,10,841,10,98,100
2025/06/13 18:44:25.268,1,10,841,10,98,100
2025/06/13 18:44:25.369,1,10,841,10,98,100
2025/06/13 18:44:25.469,1,10,841,10,98,100
2025/06/13 18:44:25.569,1,10,841,10,98,100
2025/06/13 18:44:25.669,1,10,841,10,98,100
2025/06/13 18:44:25.770,1,10,841,10,98,100
2025/06/13 18:44:25.870,1,10,841,10,98,100
2025/06/13 18:44:25.970,1,10,841,10,98,100
2025/06/13 18:44:26.070,1,10,841,10,98,100
2025/06/13 18:44:26.170,1,10,841,10,98,100
2025/06/13 18:44:26.271,1,10,841,10,98,100
2025/06/13 18:44:26.371,1,10,841,10,98,100
2025/06/13 18:44:26.471,1,10,841,10,98,100
2025/06/13 18:44:26.571,1,10,841,10,98,100
2025/06/13 18:44:26.672,1,10,841,10,98,100
2025/06/13 18:44:26.772,1,10,841,10,98,100
2025/06/13 18:44:26.872,1,10,841,10,98,100
2025/06/13 18:44:26.972,1,10,841,10,98,100
2025/06/13 18:44:27.073,1,10,841,10,98,100
2025/06/13 18:44:27.173,1,10,841,10,98,100
2025/06/13 18:44:27.273,1,10,841,10,98,100
2025/06/13 18:44:27.373,1,10,841,10,98,100
2025/06/13 18:44:27.474,1,10,841,10,98,100
2025/06/13 18:44:27.574,1,10,841,10,98,100
2025/06/13 18:44:27.674,1,10,841,10,98,100
2025/06/13 18:44:27.774,1,10,841,10,98,100
2025/06/13 18:44:27.874,1,10,841,10,98,100
2025/06/13 18:44:27.975,1,10,841,10,98,100
2025/06/13 18:44:28.075,1,10,841,10,98,100
2025/06/13 18:44:28.175,1,10,841,10,98,100
2025/06/13 18:44:28.275,1,10,841,10,98,100
2025/06/13 18:44:28.375,1,10,841,10,98,100
2025/06/13 18:44:28.475,1,10,841,10,98,100
2025/06/13 18:44:28.576,1,10,841,10,98,100
2025/06/13 18:44:28.676,1,10,841,10,98,100
2025/06/13 18:44:28.776,1,10,841,10,98,100
2025/06/13 18:44:28.876,1,10,841,10,98,100
2025/06/13 18:44:28.976,1,10,841,10,98,100
2025/06/13 18:44:29.076,1,10,841,10,98,100
2025/06/13 18:44:29.177,1,10,841,10,98,100
2025/06/13 18:44:29.277,1,10,841,10,98,100
2025/06/13 18:44:29.377,1,10,841,10,98,100
2025/06/13 18:44:29.477,1,10,841,10,98,100
2025/06/13 18:44:29.578,1,10,841,10,98,100
2025/06/13 18:44:29.678,1,10,841,10,98,100
2025/06/13 18:44:29.778,1,10,841,10,98,100
2025/06/13 18:44:29.878,1,10,841,10,98,100
2025/06/13 18:44:29.978,1,10,841,10,98,100
2025/06/13 18:44:30.079,1,10,841,10,98,100
2025/06/13 18:44:30.179,1,10,841,10,98,100
2025/06/13 18:44:30.279,1,10,841,10,98,100
2025/06/13 18:44:30.379,1,10,841,10,98,100
2025/06/13 18:44:30.479,1,10,841,10,98,100
2025/06/13 18:44:30.580,1,10,841,10,98,100
2025/06/13 18:44:30.680,1,10,841,10,98,100
2025/06/13 18:44:30.780,1,10,841,10,98,100
2025/06/13 18:44:30.880,1,10,841,10,98,100
2025/06/13 18:44:30.981,1,10,841,10,98,100
2025/06/13 18:44:31.081,1,10,841,10,98,100
2025/06/13 18:44:31.181,1,10,841,10,98,100
2025/06/13 18:44:31.281,1,10,841,10,98,100
2025/06/13 18:44:31.382,1,10,841,10,98,100
2025/06/13 18:44:31.482,1,10,841,10,98,100
2025/06/13 18:44:31.582,1,10,841,10,98,100
2025/06/13 18:44:31.682,1,10,841,10,98,100
2025/06/13 18:44:31.782,1,10,841,10,98,100
2025/06/13 18:44:31.883,1,10,841,10,98,100
2025/06/13 18:44:31.983,1,10,841,10,98,100
2025/06/13 18:44:32.083,1,10,841,10,98,100
2025/06/13 18:44:32.183,1,10,841,10,98,100
2025/06/13 18:44:32.283,1,10,841,10,98,100
2025/06/13 18:44:32.384,1,10,841,10,98,100
2025/06/13 18:44:32.484,1,10,841,10,98,100
2025/06/13 18:44:32.584,1,10,841,10,98,100
2025/06/13 18:44:32.684,1,10,841,10,98,100
2025/06/13 18:44:32.784,1,10,841,10,98,100
2025/06/13 18:44:32.884,1,10,841,10,98,100
2025/06/13 18:44:32.984,1,10,841,10,98,100
2025/06/13 18:44:33.084,1,10,841,10,98,100
2025/06/13 18:44:33.185,1,10,841,10,98,100
2025/06/13 18:44:33.285,1,10,841,10,98,100
2025/06/13 18:44:33.385,1,10,841,10,98,100
2025/06/13 18:44:33.485,1,10,841,10,98,100
2025/06/13 18:44:33.585,1,10,841,10,98,100
2025/06/13 18:44:33.685,1,10,841,10,98,100
2025/06/13 18:44:33.785,1,10,841,10,98,100
2025/06/13 18:44:33.885,1,10,841,10,98,100
2025/06/13 18:44:33.985,1,10,841,10,98,100
2025/06/13 18:44:34.085,1,10,841,10,98,100
2025/06/13 18:44:34.185,1,10,841,10,98,100
2025/06/13 18:44:34.286,1,10,841,10,98,100
2025/06/13 18:44:34.386,1,10,841,10,98,100
2025/06/13 18:44:34.486,1,10,841,10,98,100
2025/06/13 18:44:34.586,1,10,841,10,98,100
2025/06/13 18:44:34.686,1,10,841,10,98,100
2025/06/13 18:44:34.786,1,10,841,10,98,100
2025/06/13 18:44:34.886,1,10,841,10,98,100
2025/06/13 18:44:34.986,1,10,841,10,98,100
2025/06/13 18:44:35.086,1,10,841,10,98,100
2025/06/13 18:44:35.186,1,10,841,10,98,100
2025/06/13 18:44:35.287,1,10,841,10,98,100
2025/06/13 18:44:35.387,1,10,841,10,98,100
2025/06/13 18:44:35.487,1,10,841,10,98,100
2025/06/13 18:44:35.587,1,10,841,10,98,100
2025/06/13 18:44:35.687,1,10,841,10,98,100
2025/06/13 18:44:35.787,1,10,841,10,98,100
2025/06/13 18:44:35.887,1,10,841,10,98,100
2025/06/13 18:44:35.987,1,10,841,10,98,100
2025/06/13 18:44:36.087,1,10,841,10,98,100
2025/06/13 18:44:36.187,1,10,841,10,98,100
2025/06/13 18:44:36.287,1,10,841,10,98,100
2025/06/13 18:44:36.388,1,10,841,10,98,100
2025/06/13 18:44:36.488,1,10,841,10,98,100
2025/06/13 18:44:36.588,1,10,841,10,98,100
2025/06/13 18:44:36.688,1,10,841,10,98,100
2025/06/13 18:44:36.788,1,10,841,10,98,100
2025/06/13 18:44:36.888,1,10,841,10,98,100
2025/06/13 18:44:36.988,1,10,841,10,98,100
2025/06/13 18:44:37.088,1,10,841,10,98,100
2025/06/13 18:44:37.188,1,10,841,10,98,100
2025/06/13 18:44:37.288,1,10,841,10,98,100
2025/06/13 18:44:37.388,1,10,841,10,98,100
2025/06/13 18:44:37.489,1,10,841,10,98,100
2025/06/13 18:44:37.589,1,10,841,10,98,100
2025/06/13 18:44:37.689,1,10,841,10,98,100
2025/06/13 18:44:37.789,1,10,841,10,98,100
2025/06/13 18:44:37.889,1,10,841,10,98,100
2025/06/13 18:44:37.989,1,10,841,10,98,100
2025/06/13 18:44:38.089,1,10,841,10,98,100
2025/06/13 18:44:38.189,1,10,841,10,98,100
2025/06/13 18:44:38.289,1,10,841,10,98,100
2025/06/13 18:44:38.389,1,10,841,10,98,100
2025/06/13 18:44:38.489,1,10,841,10,98,100
2025/06/13 18:44:38.590,1,10,841,10,98,100
2025/06/13 18:44:38.690,1,10,841,10,98,100
2025/06/13 18:44:38.790,1,10,841,10,98,100
2025/06/13 18:44:38.890,1,10,841,10,98,100
2025/06/13 18:44:38.990,1,10,841,10,98,100
2025/06/13 18:44:39.090,1,10,841,10,98,100
2025/06/13 18:44:39.190,1,10,841,10,98,100
2025/06/13 18:44:39.290,1,10,841,10,98,100
2025/06/13 18:44:39.390,1,10,841,10,98,100
2025/06/13 18:44:39.490,1,10,841,10,98,100
2025/06/13 18:44:39.591,1,10,841,10,98,100
2025/06/13 18:44:39.691,1,10,841,10,98,100
2025/06/13 18:44:39.791,1,10,841,10,98,100
2025/06/13 18:44:39.891,1,10,841,10,98,100
2025/06/13 18:44:39.991,1,10,841,10,98,100
2025/06/13 18:44:40.091,1,10,841,10,98,100
2025/06/13 18:44:40.191,1,10,841,10,98,100
2025/06/13 18:44:40.291,1,10,841,10,98,100
2025/06/13 18:44:40.391,1,10,841,10,98,100
2025/06/13 18:44:40.491,1,10,841,10,98,100
2025/06/13 18:44:40.591,1,10,841,10,98,100
2025/06/13 18:44:40.692,1,10,841,10,98,100
2025/06/13 18:44:40.792,1,10,841,10,98,100
2025/06/13 18:44:40.892,1,10,841,10,98,100
2025/06/13 18:44:40.992,1,10,841,10,98,100
2025/06/13 18:44:41.092,1,10,841,10,98,100
2025/06/13 18:44:41.192,1,10,841,10,98,100
2025/06/13 18:44:41.292,1,10,841,10,98,100
2025/06/13 18:44:41.392,1,10,841,10,98,100
2025/06/13 18:44:41.492,1,10,841,10,98,100
2025/06/13 18:44:41.592,1,10,841,10,98,100
2025/06/13 18:44:41.692,1,10,841,10,98,100
2025/06/13 18:44:41.793,1,10,841,10,98,100
2025/06/13 18:44:41.893,1,10,841,10,98,100
2025/06/13 18:44:41.993,1,10,841,10,98,100
2025/06/13 18:44:42.093,1,10,841,10,98,100
2025/06/13 18:44:42.193,1,10,841,10,98,100
2025/06/13 18:44:42.293,1,10,841,10,98,100
2025/06/13 18:44:42.393,1,10,841,10,98,100
2025/06/13 18:44:42.493,1,10,841,10,98,100
2025/06/13 18:44:42.593,1,10,841,10,98,100
2025/06/13 18:44:42.693,1,10,841,10,98,100
2025/06/13 18:44:42.793,1,10,841,10,98,100
2025/06/13 18:44:42.894,1,10,841,10,98,100
2025/06/13 18:44:42.994,1,10,841,10,98,100
2025/06/13 18:44:43.094,1,10,841,10,98,100
2025/06/13 18:44:43.194,1,10,841,10,98,100
2025/06/13 18:44:43.294,1,10,841,10,98,100
2025/06/13 18:44:43.394,1,10,841,10,98,100
2025/06/13 18:44:43.494,1,10,841,10,98,100
2025/06/13 18:44:43.594,1,10,841,10,98,100
2025/06/13 18:44:43.694,1,10,841,10,98,100
2025/06/13 18:44:43.794,1,10,841,10,98,100
2025/06/13 18:44:43.895,1,10,841,10,98,100
2025/06/13 18:44:43.995,1,10,841,10,98,100
2025/06/13 18:44:44.095,1,10,841,10,98,100
2025/06/13 18:44:44.195,1,10,841,10,98,100
2025/06/13 18:44:44.295,1,10,841,10,98,100
2025/06/13 18:44:44.395,1,10,841,10,98,100
2025/06/13 18:44:44.495,1,10,841,10,98,100
2025/06/13 18:44:44.595,1,10,841,10,98,100
2025/06/13 18:44:44.695,1,10,841,10,98,100
2025/06/13 18:44:44.795,1,10,841,10,98,100
2025/06/13 18:44:44.895,1,10,841,10,98,100
2025/06/13 18:44:44.996,1,10,841,10,98,100
2025/06/13 18:44:45.096,1,10,841,10,98,100
2025/06/13 18:44:45.196,1,10,841,10,98,100
2025/06/13 18:44:45.296,1,10,841,10,98,100
2025/06/13 18:44:45.396,1,10,841,10,98,100
2025/06/13 18:44:45.496,1,10,841,10,98,100
2025/06/13 18:44:45.596,1,10,841,10,98,100
2025/06/13 18:44:45.696,1,10,841,10,98,100
2025/06/13 18:44:45.796,1,10,841,10,98,100
2025/06/13 18:44:45.896,1,10,841,10,98,100
2025/06/13 18:44:45.996,1,10,841,10,98,100
2025/06/13 18:44:46.097,1,10,841,10,98,100
2025/06/13 18:44:46.197,1,10,841,10,98,100
2025/06/13 18:44:46.297,1,10,841,10,98,100
2025/06/13 18:44:46.397,1,10,841,10,98,100
2025/06/13 18:44:46.497,1,10,841,10,98,100
2025/06/13 18:44:46.597,1,10,841,10,98,100
2025/06/13 18:44:46.698,1,10,841,10,98,100
2025/06/13 18:44:46.798,1,10,841,10,98,100
2025/06/13 18:44:46.898,1,10,841,10,98,100
2025/06/13 18:44:46.998,1,10,841,10,98,100
2025/06/13 18:44:47.098,1,10,841,10,98,100
2025/06/13 18:44:47.198,1,10,841,10,98,100
2025/06/13 18:44:47.299,1,10,841,10,98,100
2025/06/13 18:44:47.399,1,10,841,10,98,100
2025/06/13 18:44:47.499,1,10,841,10,98,100
2025/06/13 18:44:47.599,1,10,841,10,98,100
2025/06/13 18:44:47.699,1,10,841,10,98,100
2025/06/13 18:44:47.799,1,10,841,10,98,100
2025/06/13 18:44:47.900,1,10,841,10,98,100
2025/06/13 18:44:48.000,1,10,841,10,98,100
2025/06/13 18:44:48.100,1,10,841,10,98,100
2025/06/13 18:44:48.200,1,10,841,10,98,100
2025/06/13 18:44:48.300,1,10,841,10,98,100
2025/06/13 18:44:48.401,1,10,841,10,98,100
2025/06/13 18:44:48.501,1,10,841,10,98,100
2025/06/13 18:44:48.601,1,10,841,10,98,100
2025/06/13 18:44:48.701,1,10,841,10,98,100
2025/06/13 18:44:48.802,1,10,841,10,98,100
2025/06/13 18:44:48.902,1,10,841,10,98,100
2025/06/13 18:44:49.002,1,10,841,10,98,100
2025/06/13 18:44:49.102,1,10,841,10,98,100
2025/06/13 18:44:49.203,1,10,841,10,98,100
2025/06/13 18:44:49.303,1,10,841,10,98,100
2025/06/13 18:44:49.403,1,10,841,10,98,100
2025/06/13 18:44:49.723,2,10,334,10,54,60
2025/06/13 18:44:49.836,2,10,334,10,54,60
2025/06/13 18:44:49.937,2,10,334,10,98,100
2025/06/13 18:44:50.037,2,10,334,10,98,100
2025/06/13 18:44:50.137,2,10,334,10,98,100
2025/06/13 18:44:50.237,2,10,334,10,98,100
2025/06/13 18:44:50.337,2,10,334,10,98,100
2025/06/13 18:44:50.437,2,10,334,10,98,100
2025/06/13 18:44:50.538,2,10,334,10,98,100
2025/06/13 18:44:50.638,2,10,334,10,98,100
2025/06/13 18:44:50.738,2,10,334,10,98,100
2025/06/13 18:44:50.838,2,10,334,10,98,100
2025/06/13 18:44:50.938,2,10,334,10,98,100
2025/06/13 18:44:51.038,2,10,334,10,98,100
2025/06/13 18:44:51.139,2,10,334,10,98,100
2025/06/13 18:44:51.239,2,10,334,10,98,100
2025/06/13 18:44:51.339,2,10,334,10,98,100
2025/06/13 18:44:51.439,2,10,334,10,98,100
2025/06/13 18:44:51.539,2,10,334,10,98,100
2025/06/13 18:44:51.639,2,10,334,10,98,100
2025/06/13 18:44:51.740,2,10,334,10,98,100
2025/06/13 18:44:51.840,2,10,334,10,98,100
2025/06/13 18:44:51.940,2,10,334,10,98,100
2025/06/13 18:44:52.040,2,10,334,10,98,100
2025/06/13 18:44:52.140,2,10,334,10,98,100
2025/06/13 18:44:52.240,2,10,334,10,98,100
2025/06/13 18:44:52.340,2,10,334,10,98,100
2025/06/13 18:44:52.440,2,10,334,10,98,100
2025/06/13 18:44:52.540,2,10,334,10,98,100
2025/06/13 18:44:52.641,2,10,334,10,98,100
2025/06/13 18:44:52.741,2,10,334,10,98,100
2025/06/13 18:44:52.841,2,10,334,10,98,100
2025/06/13 18:44:52.941,2,10,334,10,98,100
2025/06/13 18:44:53.041,2,10,334,10,98,100
2025/06/13 18:44:53.141,2,10,334,10,97,100
2025/06/13 18:44:53.241,2,10,334,10,97,100
2025/06/13 18:44:53.342,2,10,334,10,98,100
2025/06/13 18:44:53.442,2,10,334,10,98,100
2025/06/13 18:44:53.542,2,10,334,10,98,100
2025/06/13 18:44:53.642,2,10,334,10,98,100
2025/06/13 18:44:53.742,2,10,334,10,98,100
2025/06/13 18:44:53.842,2,10,334,10,98,100
2025/06/13 18:44:53.943,2,10,334,10,98,100
2025/06/13 18:44:54.043,2,10,334,10,98,100
2025/06/13 18:44:54.143,2,10,334,10,98,100
2025/06/13 18:44:54.243,2,10,334,10,98,100
2025/06/13 18:44:54.343,2,10,334,10,98,100
2025/06/13 18:44:54.444,2,10,334,10,98,100
2025/06/13 18:44:54.544,2,10,334,10,98,100
2025/06/13 18:44:54.644,2,10,334,10,98,100
2025/06/13 18:44:54.744,2,10,334,10,98,100
2025/06/13 18:44:54.844,2,10,334,10,98,100
2025/06/13 18:44:54.945,2,10,334,10,98,100
2025/06/13 18:44:55.045,2,10,334,10,98,100
2025/06/13 18:44:55.145,2,10,334,10,98,100
2025/06/13 18:44:55.245,2,10,334,10,98,100
2025/06/13 18:44:55.345,2,10,334,10,98,100
2025/06/13 18:44:55.445,2,10,334,10,98,100
2025/06/13 18:44:55.545,2,10,334,10,98,100
2025/06/13 18:44:55.646,2,10,334,10,98,100
2025/06/13 18:44:55.746,2,10,334,10,98,100
2025/06/13 18:44:55.846,2,10,334,10,98,100
2025/06/13 18:44:55.946,2,10,334,10,98,100
2025/06/13 18:44:56.047,2,10,334,10,98,100
2025/06/13 18:44:56.147,2,10,334,10,98,100
2025/06/13 18:44:56.247,2,10,334,10,98,100
2025/06/13 18:44:56.347,2,10,334,10,98,100
2025/06/13 18:44:56.447,2,10,334,10,98,100
